1997-07-04,67444.00,67444.00,67260.00,67281.00,402760
1997-07-07,67127.00,67127.00,66227.00,66442.00,353661
1997-07-08,66442.00,66565.00,66299.00,66544.00,436799
1997-07-09,66503.00,66503.00,66125.00,66370.00,445037
1997-07-10,66370.00,66739.00,66258.00,66718.00,396084
1997-07-11,66718.00,66933.00,66687.00,66800.00,650016
1997-07-14,66861.00,67188.00,66861.00,66994.00,603379
1997-07-15,66994.00,67056.00,66810.00,67056.00,705437
1997-07-16,67096.00,67413.00,67096.00,67413.00,779096
1997-07-17,67413.00,67720.00,67403.00,67567.00,826161
1997-07-18,67567.00,67659.00,67168.00,67209.00,752660
1997-07-21,67209.00,67219.00,66964.00,67107.00,483910
1997-07-22,67107.00,67199.00,67004.00,67127.00,885527
1997-07-23,67127.00,67301.00,67107.00,67281.00,726298
1997-07-24,67281.00,67291.00,66912.00,67004.00,653748
1997-07-25,67004.00,67188.00,67004.00,67188.00,1294899
1997-07-28,67188.00,67618.00,67188.00,67618.00,341748
1997-07-29,67608.00,67608.00,67291.00,67301.00,374843
1997-07-30,67301.00,67332.00,67188.00,67291.00,491497
1997-07-31,67332.00,67465.00,67332.00,67393.00,710265
1997-08-01,67362.00,67362.00,67076.00,67117.00,526167
1997-08-04,67117.00,67178.00,66831.00,66841.00,364678
1997-08-05,66851.00,67465.00,66851.00,67291.00,564934
1997-08-06,67291.00,68027.00,67291.00,67904.00,1329574
1997-08-07,68027.00,68651.00,68027.00,68620.00,929714
1997-08-08,68518.00,68518.00,68139.00,68211.00,687175
1997-08-11,68211.00,68211.00,67822.00,68170.00,675448
1997-08-12,68170.00,68538.00,67914.00,67945.00,743738
1997-08-13,67485.00,67485.00,67096.00,67454.00,465257
1997-08-14,67454.00,67546.00,67025.00,67250.00,615671
1997-08-15,67178.00,67178.00,66166.00,66227.00,673894
1997-08-18,65737.00,65737.00,64734.00,65737.00,349938
1997-08-19,65737.00,66094.00,65726.00,65951.00,436158
1997-08-20,66074.00,66401.00,66074.00,66309.00,491398
1997-08-21,66493.00,66759.00,66493.00,66585.00,522002
1997-08-22,66463.00,66463.00,65297.00,65481.00,689884
1997-08-25,65696.00,66043.00,65696.00,65921.00,321707
1997-08-26,65921.00,66156.00,65460.00,65604.00,508118
1997-08-27,65604.00,65788.00,65532.00,65767.00,483241
1997-08-28,65767.00,66227.00,65645.00,65798.00,695989
1997-08-29,65624.00,65624.00,64867.00,65021.00,371425
1997-09-01,64898.00,64898.00,64285.00,64622.00,376086
1997-09-02,64622.00,64765.00,64602.00,64724.00,988055
1997-09-03,65041.00,65266.00,65041.00,65143.00,830337
1997-09-04,65143.00,65409.00,65000.00,65338.00,592097
1997-09-05,65348.00,66043.00,65348.00,66043.00,846709
1997-09-08,65992.00,65992.00,65675.00,65982.00,638566
1997-09-09,65941.00,65941.00,65420.00,65512.00,638733
1997-09-10,65512.00,65573.00,65051.00,65051.00,791724
1997-09-11,64581.00,64581.00,63375.00,63763.00,787999
1997-09-12,63763.00,63773.00,62914.00,63773.00,699223
1997-09-15,63773.00,64233.00,63773.00,63824.00,443038
1997-09-16,63569.00,63569.00,63242.00,63518.00,456780
1997-09-17,63518.00,64060.00,63405.00,63988.00,718861
1997-09-18,63988.00,64070.00,63835.00,63947.00,749659
1997-09-19,63947.00,64223.00,63313.00,63784.00,1522993
1997-09-22,63784.00,64070.00,63661.00,63702.00,482596
1997-09-23,63702.00,63835.00,62127.00,62741.00,719834
1997-09-25,62741.00,63334.00,62526.00,63334.00,574799
1997-09-26,63334.00,63415.00,63109.00,63415.00,377902
1997-09-29,63415.00,63794.00,63027.00,63139.00,396666
1997-09-30,63139.00,63559.00,63109.00,63395.00,716437
1997-10-01,63395.00,63579.00,63150.00,63395.00,474434
1997-10-02,63456.00,63947.00,63456.00,63906.00,614325
1997-10-03,63906.00,64346.00,63773.00,64346.00,421291
1997-10-06,64346.00,64571.00,64315.00,64550.00,660794
1997-10-07,64550.00,64908.00,64530.00,64837.00,339506
1997-10-08,64929.00,65297.00,64929.00,65143.00,911029
1997-10-09,65011.00,65011.00,64458.00,64540.00,823661
1997-10-10,64540.00,64775.00,64111.00,64458.00,464086
1997-10-13,64561.00,65123.00,64561.00,65123.00,368958
1997-10-14,65123.00,65287.00,64949.00,65000.00,645904
1997-10-15,64959.00,64959.00,64510.00,64673.00,631148
1997-10-16,64673.00,65348.00,64673.00,65307.00,601899
1997-10-17,65143.00,65143.00,64387.00,64489.00,273081
1997-10-20,64653.00,65000.00,64653.00,64806.00,526051
1997-10-21,65021.00,65757.00,65021.00,65757.00,612423
1997-10-22,65757.00,66606.00,65747.00,65849.00,1125875
1997-10-23,65195.00,65195.00,61820.00,62321.00,835782
1997-10-24,62925.00,63763.00,62925.00,63006.00,1066435
1997-10-27,60788.00,60788.00,57332.00,58589.00,1107386
1997-10-28,53313.00,53313.00,49090.00,50788.00,1439425
1997-10-29,53477.00,57321.00,53477.00,55113.00,1828636
1997-10-30,54530.00,54530.00,53630.00,53906.00,1388504
1997-10-31,54765.00,57444.00,54765.00,57434.00,1123334
1997-11-03,57434.00,59080.00,57076.00,58968.00,784369
1997-11-04,58968.00,59653.00,58017.00,59264.00,1026279
1997-11-05,59295.00,61094.00,59295.00,59581.00,829670
1997-11-06,59366.00,59366.00,58640.00,59172.00,434396
1997-11-07,58006.00,58006.00,56514.00,56718.00,517276
1997-11-10,56820.00,57843.00,56820.00,57649.00,352628
1997-11-11,57935.00,58395.00,57935.00,58109.00,411551
1997-11-12,57689.00,57689.00,56616.00,56779.00,779466
1997-11-13,56779.00,56861.00,56299.00,56483.00,662810
1997-11-14,56483.00,56534.00,54070.00,54898.00,810676
1997-11-17,55246.00,55859.00,55246.00,55532.00,511292
1997-11-18,55532.00,55685.00,55379.00,55583.00,499741
1997-11-19,55420.00,55420.00,55195.00,55307.00,534571
1997-11-20,55481.00,55818.00,55481.00,55685.00,793794
1997-11-21,55522.00,55522.00,55215.00,55420.00,624253
1997-11-24,55420.00,55624.00,55143.00,55440.00,520084
1997-11-25,55440.00,55552.00,54673.00,55532.00,599744
1997-11-26,55491.00,55491.00,54816.00,55113.00,813838
1997-11-27,55154.00,55655.00,55154.00,55655.00,958768
1997-11-28,55389.00,55389.00,54499.00,55133.00,695828
1997-12-01,55133.00,55133.00,54530.00,55133.00,679648
1997-12-02,55133.00,55788.00,55123.00,55225.00,607995
1997-12-03,55072.00,55072.00,54530.00,54837.00,862830
1997-12-04,54724.00,54724.00,54274.00,54632.00,753249
1997-12-05,54366.00,54366.00,53334.00,53579.00,947441
1997-12-08,53579.00,53927.00,53272.00,53528.00,792140
1997-12-09,53528.00,53794.00,53507.00,53722.00,616339
